round	UTS_p0.02_1s	CUTS_p0.02_4s	TS	CTS_4s
622	96.876608	28.915549	427.032080	76.109583
623	96.904560	28.942526	427.492000	76.109583
624	96.932976	28.969756	427.950960	76.109583
625	96.961056	28.996881	428.412400	76.109583
626	96.988176	29.023587	428.869200	76.109583
627	97.015760	29.050822	429.317840	76.109583
628	97.043504	29.078258	429.766400	76.109583
629	97.070576	29.104704	430.212800	76.109583
630	97.096992	29.131451	430.653840	76.109641
631	97.124032	29.157813	431.099200	76.109641
632	97.151760	29.184617	431.542480	76.109641
633	97.178896	29.211689	431.985280	76.109700
634	97.205952	29.238113	432.423520	76.109700
635	97.232672	29.264771	432.866320	76.109700
636	97.260096	29.290858	433.306400	76.109700
637	97.287120	29.317250	433.748560	76.109700
638	97.313136	29.343119	434.182640	76.109700
639	97.339568	29.369568	434.616640	76.109700
640	97.366592	29.395535	435.056160	76.109700
641	97.392624	29.421717	435.491200	76.109700
642	97.418352	29.448063	435.925200	76.109758
643	97.444880	29.474035	436.351920	76.109758
644	97.471136	29.499596	436.772880	76.109758
645	97.497152	29.525981	437.201600	76.109758
646	97.523408	29.552288	437.625600	76.109816
647	97.549488	29.578129	438.052960	76.109874
648	97.576192	29.604239	438.476080	76.109933
649	97.601472	29.629988	438.902160	76.109933
650	97.625888	29.656098	439.328560	76.109991
651	97.650416	29.681916	439.752960	76.110049
652	97.674848	29.707903	440.168400	76.110049
653	97.699376	29.733327	440.583840	76.110049
654	97.723424	29.758550	441.003280	76.110049
655	97.747424	29.784285	441.418160	76.110049
656	97.772112	29.809778	441.829200	76.110049
657	97.796080	29.835342	442.246400	76.110049
658	97.820928	29.860430	442.660240	76.110049
659	97.845152	29.885929	443.070800	76.110049
660	97.868400	29.911407	443.485120	76.110049
661	97.893152	29.936383	443.893200	76.110108
662	97.917824	29.961655	444.298640	76.110108
663	97.941552	29.986866	444.701600	76.110108
664	97.965712	30.011520	445.106320	76.110108
665	97.990224	30.036357	445.511200	76.110108
666	98.014704	30.061115	445.917680	76.110108
667	98.038992	30.085702	446.327120	76.110108
668	98.063536	30.110378	446.726240	76.110108
669	98.087072	30.135178	447.123360	76.110108
670	98.111664	30.159594	447.519520	76.110108
671	98.135440	30.184288	447.918560	76.110108
672	98.159856	30.208459	448.310800	76.110108
673	98.183712	30.233106	448.702240	76.110108
674	98.207392	30.257815	449.092560	76.110108
675	98.231200	30.282388	449.482720	76.110108
676	98.255104	30.306700	449.876160	76.110108
677	98.279072	30.331085	450.257440	76.110166
678	98.302528	30.355428	450.646080	76.110166
679	98.325760	30.379838	451.034880	76.110166
680	98.349280	30.403957	451.422560	76.110166
681	98.374112	30.427966	451.809520	76.110166
682	98.396928	30.452168	452.199280	76.110166
683	98.420304	30.476366	452.575440	76.110166
684	98.443056	30.499819	452.960960	76.110166
685	98.465616	30.523888	453.340560	76.110224
686	98.487712	30.548063	453.724160	76.110224
687	98.510944	30.571779	454.104640	76.110224
688	98.533712	30.595926	454.481520	76.110283
689	98.555920	30.619604	454.857200	76.110283
690	98.578832	30.643251	455.235440	76.110341
691	98.600336	30.666730	455.609280	76.110341
692	98.622608	30.690561	455.984160	76.110341
693	98.645312	30.714200	456.366880	76.110458
694	98.667200	30.737547	456.730800	76.110458
695	98.689872	30.760875	457.097520	76.110458
696	98.712288	30.783827	457.468400	76.110458
697	98.734304	30.806952	457.843600	76.110458
698	98.756688	30.830507	458.213280	76.110458
699	98.778544	30.853914	458.586240	76.110458
700	98.800688	30.877095	458.939760	76.110458
701	98.821984	30.899808	459.305840	76.110458
702	98.843200	30.922926	459.669520	76.110458
703	98.865168	30.945762	460.031280	76.110458
704	98.886752	30.968831	460.391440	76.110458
705	98.908432	30.992164	460.748000	76.110458
706	98.929456	31.014873	461.105280	76.110458
707	98.952176	31.037786	461.458400	76.110458
708	98.973536	31.060795	461.818960	76.110458
709	98.994976	31.083672	462.172000	76.110516
710	99.016512	31.106113	462.517120	76.110516
711	99.038464	31.128565	462.866720	76.110516
712	99.058592	31.150927	463.214880	76.110516
713	99.079536	31.173241	463.563840	76.110516
714	99.101200	31.195691	463.909600	76.110516
715	99.121520	31.218477	464.250160	76.110516
716	99.142336	31.240781	464.592000	76.110516
717	99.162512	31.263129	464.936400	76.110516
718	99.182912	31.284791	465.276960	76.110516
719	99.204176	31.306947	465.618080	76.110516
720	99.224896	31.329238	465.956560	76.110516
721	99.245104	31.351508	466.294960	76.110516
722	99.265168	31.373402	466.631680	76.110516
723	99.284624	31.395509	466.971280	76.110516
724	99.304432	31.417633	467.310880	76.110516
725	99.324800	31.439510	467.646080	76.110516
726	99.344928	31.461502	467.975600	76.110516
727	99.365392	31.483220	468.305600	76.110516
728	99.384480	31.505184	468.633840	76.110516
729	99.404640	31.526959	468.966960	76.110516
730	99.424464	31.548621	469.304400	76.110516
731	99.443360	31.570366	469.635760	76.110516
732	99.462816	31.591855	469.962240	76.110516
733	99.482288	31.613456	470.293360	76.110516
734	99.501648	31.635226	470.617920	76.110516
735	99.521056	31.656277	470.947440	76.110516
736	99.539840	31.678052	471.276160	76.110574
737	99.559792	31.699743	471.607840	76.110691
738	99.579584	31.721415	471.932400	76.110691
739	99.598880	31.742396	472.254880	76.110691
740	99.618496	31.763668	472.575200	76.110691
741	99.637280	31.784837	472.901520	76.110691
742	99.657056	31.805911	473.223680	76.110691
743	99.676160	31.827338	473.541920	76.110691
744	99.694960	31.847802	473.860720	76.110691
745	99.713568	31.869175	474.174080	76.110691
746	99.731744	31.890319	474.491840	76.110808
747	99.749616	31.910967	474.807200	76.110808
748	99.768176	31.931928	475.125040	76.110808
749	99.786880	31.952412	475.445360	76.110808
750	99.805200	31.972856	475.757360	76.110808
751	99.823888	31.993806	476.063920	76.110866
752	99.842032	32.014637	476.370320	76.110866
753	99.860064	32.035637	476.684960	76.110866
754	99.878000	32.056450	476.994640	76.110866
755	99.896112	32.077398	477.302800	76.110866
756	99.913792	32.098128	477.608880	76.110866
757	99.931376	32.118584	477.917120	76.110924
758	99.948864	32.138738	478.223520	76.110924
759	99.966784	32.159211	478.525120	76.110924
760	99.985456	32.179450	478.828480	76.110924
761	100.003584	32.199795	479.128400	76.110924
762	100.021664	32.220392	479.428320	76.110924
763	100.039840	32.240555	479.723680	76.110924
764	100.057488	32.261029	480.024640	76.110924
765	100.075376	32.281180	480.323040	76.110924
766	100.093360	32.300965	480.616160	76.110924
767	100.111328	32.320984	480.914400	76.110983
768	100.129328	32.340720	481.210800	76.110983
769	100.147072	32.360448	481.503840	76.110983
770	100.164256	32.379978	481.802400	76.110983
771	100.181664	32.399774	482.093600	76.110983
772	100.199952	32.419052	482.392480	76.110983
773	100.217152	32.438698	482.689600	76.110983
774	100.234720	32.458240	482.968800	76.110983
775	100.251968	32.478056	483.254000	76.110983
776	100.268784	32.497532	483.543840	76.110983
777	100.285680	32.517277	483.824320	76.110983
778	100.303776	32.536932	484.112080	76.110983
779	100.320704	32.556529	484.398160	76.110983
780	100.337744	32.575993	484.684080	76.110983
781	100.354736	32.595338	484.967120	76.110983
782	100.371680	32.614826	485.242480	76.110983
783	100.388480	32.633805	485.519760	76.110983
784	100.405328	32.653162	485.796800	76.110983
785	100.421936	32.672218	486.074000	76.110983
786	100.438960	32.691532	486.350480	76.110983
787	100.455824	32.710471	486.623440	76.110983
788	100.473024	32.729588	486.905760	76.110983
789	100.490880	32.748485	487.182400	76.110983
790	100.508112	32.767454	487.455280	76.110983
791	100.525040	32.786698	487.731600	76.110983
792	100.542096	32.805890	488.001760	76.110983
793	100.558624	32.824911	488.276640	76.110983
794	100.574912	32.843672	488.546800	76.110983
795	100.591872	32.862210	488.818320	76.110983
796	100.608768	32.880973	489.089440	76.110983
797	100.625568	32.899516	489.367040	76.110983
798	100.642224	32.917990	489.634640	76.110983
799	100.659856	32.936377	489.903440	76.110983
800	100.676064	32.955281	490.169520	76.110983
801	100.692448	32.974223	490.426480	76.110983
802	100.708816	32.992989	490.688800	76.110983
803	100.724896	33.011184	490.950880	76.110983
804	100.741712	33.029984	491.218080	76.110983
805	100.758000	33.048282	491.479440	76.110983
806	100.774208	33.066531	491.740400	76.110983
807	100.790016	33.084695	491.998640	76.110983
808	100.806448	33.103289	492.258640	76.110983
809	100.822192	33.121134	492.516480	76.110983
810	100.838016	33.139614	492.775920	76.110983
811	100.853520	33.157879	493.033440	76.110983
812	100.868896	33.176008	493.289920	76.110983
813	100.884256	33.193873	493.544720	76.110983
814	100.899616	33.211894	493.795760	76.110983
815	100.915856	33.230038	494.043440	76.110983
816	100.932192	33.247832	494.301520	76.110983
817	100.947536	33.265612	494.548960	76.111041
818	100.962768	33.283594	494.794880	76.111041
819	100.978656	33.301349	495.052960	76.111041
820	100.994608	33.319526	495.301920	76.111041
821	101.009360	33.337204	495.555040	76.111041
822	101.025744	33.355120	495.799200	76.111041
823	101.040592	33.372996	496.042400	76.111041
824	101.055552	33.390362	496.291680	76.111041
825	101.070704	33.408177	496.537680	76.111041
826	101.086432	33.425815	496.781760	76.111041
827	101.102672	33.443587	497.028240	76.111041
828	101.118432	33.461102	497.267760	76.111041
829	101.133344	33.478945	497.506800	76.111041
830	101.149184	33.496632	497.752000	76.111041
831	101.164992	33.513874	497.991360	76.111041
832	101.180992	33.531170	498.233520	76.111041
833	101.196128	33.548673	498.477520	76.111041
834	101.211120	33.565793	498.720560	76.111041
835	101.226208	33.583060	498.959200	76.111041
836	101.241424	33.600057	499.202960	76.111041
837	101.257520	33.617075	499.442160	76.111041
838	101.272384	33.634312	499.680800	76.111041
839	101.288048	33.651665	499.917280	76.111099
840	101.302848	33.668569	500.153680	76.111099
841	101.317872	33.685726	500.384240	76.111099
842	101.332672	33.702711	500.617440	76.111099
843	101.347472	33.719938	500.853840	76.111099
844	101.362928	33.736977	501.084640	76.111099
845	101.378240	33.753816	501.324720	76.111099
846	101.393936	33.770677	501.558000	76.111099
847	101.408752	33.787651	501.788720	76.111099
848	101.424000	33.804372	502.015200	76.111099
849	101.439424	33.820784	502.246400	76.111099
850	101.455008	33.837803	502.478960	76.111099
851	101.470240	33.854624	502.713120	76.111099
852	101.484240	33.871154	502.945440	76.111099
853	101.498624	33.887830	503.174960	76.111099
854	101.512592	33.904299	503.404960	76.111099
855	101.527088	33.921160	503.629680	76.111099
856	101.541760	33.937821	503.859840	76.111099
857	101.555776	33.954255	504.081600	76.111099
858	101.570784	33.970926	504.306800	76.111099
859	101.585280	33.987164	504.533520	76.111099
860	101.599504	34.003564	504.757280	76.111099
861	101.614448	34.019550	504.980080	76.111099
862	101.628400	34.036144	505.203120	76.111099
863	101.642368	34.052606	505.425600	76.111099
864	101.656512	34.069093	505.646720	76.111099
865	101.670384	34.085507	505.868320	76.111099
866	101.683888	34.101615	506.085840	76.111099
867	101.697520	34.117778	506.304960	76.111099
868	101.711488	34.134146	506.522160	76.111099
869	101.725216	34.150337	506.744800	76.111099
870	101.739056	34.166649	506.955520	76.111099
871	101.753104	34.182392	507.177040	76.111099
872	101.766736	34.198091	507.389520	76.111099
873	101.781104	34.214209	507.602800	76.111099
874	101.794784	34.230201	507.816720	76.111099
875	101.808720	34.245891	508.028480	76.111099
876	101.822560	34.261623	508.247680	76.111099
877	101.836256	34.277538	508.463280	76.111099
878	101.849696	34.293304	508.679680	76.111099
879	101.863328	34.309398	508.892480	76.111099
880	101.877680	34.324823	509.107280	76.111099
881	101.890976	34.340480	509.318560	76.111099
882	101.903776	34.356124	509.532880	76.111099
883	101.917264	34.372089	509.737040	76.111099
884	101.931264	34.387421	509.948720	76.111099
885	101.945392	34.402708	510.162960	76.111099
886	101.959344	34.418219	510.368400	76.111099
887	101.972912	34.433922	510.574480	76.111099
888	101.985936	34.449333	510.781200	76.111099
889	101.999776	34.464677	510.989520	76.111099
890	102.013344	34.480230	511.192800	76.111099
891	102.026944	34.495506	511.396560	76.111099
892	102.039632	34.510662	511.603760	76.111099
893	102.053568	34.525924	511.808400	76.111099
894	102.066816	34.540972	512.013520	76.111099
895	102.079440	34.556276	512.218000	76.111099
896	102.092800	34.570960	512.423280	76.111099
897	102.105488	34.586084	512.623360	76.111099
898	102.119616	34.600952	512.826080	76.111099
899	102.133120	34.616405	513.022320	76.111099
900	102.146560	34.631501	513.223120	76.111099
901	102.160112	34.646288	513.425280	76.111099
902	102.173696	34.661654	513.627680	76.111099
903	102.186976	34.676480	513.831600	76.111099
904	102.200048	34.691629	514.025280	76.111099
905	102.212864	34.706615	514.222080	76.111099
906	102.226240	34.721366	514.418240	76.111099
907	102.238832	34.736390	514.612240	76.111099
908	102.251728	34.751050	514.805200	76.111099
909	102.265264	34.765839	515.009840	76.111099
910	102.278000	34.780275	515.209200	76.111099
911	102.291248	34.794881	515.408320	76.111099
912	102.304336	34.809531	515.608720	76.111099
913	102.316864	34.824274	515.805600	76.111099
914	102.329328	34.838836	516.001360	76.111099
915	102.342288	34.853567	516.193280	76.111099
916	102.354640	34.867933	516.386640	76.111099
917	102.367584	34.882396	516.581360	76.111099
918	102.379936	34.896890	516.768640	76.111099
919	102.392944	34.911518	516.960400	76.111099
920	102.405984	34.926045	517.151920	76.111099
921	102.419072	34.940524	517.339760	76.111099
922	102.432240	34.955002	517.531520	76.111099
923	102.445376	34.969599	517.718320	76.111099
924	102.457776	34.983838	517.914720	76.111099
925	102.470640	34.998270	518.101920	76.111099
926	102.482816	35.012833	518.293920	76.111099
927	102.495120	35.026892	518.482720	76.111099
928	102.507328	35.040803	518.677520	76.111099
929	102.519744	35.055008	518.862320	76.111099
930	102.531920	35.069291	519.046960	76.111099
931	102.544128	35.083377	519.235760	76.111099
932	102.557472	35.097685	519.422800	76.111099
933	102.570080	35.112007	519.610000	76.111099
934	102.582144	35.126377	519.796000	76.111099
935	102.595360	35.140343	519.982800	76.111099
936	102.607632	35.154166	520.169600	76.111099
937	102.620672	35.168011	520.355680	76.111099
938	102.633200	35.181629	520.540160	76.111099
939	102.645104	35.195514	520.729360	76.111099
940	102.657696	35.209396	520.909200	76.111099
941	102.670544	35.223191	521.094560	76.111099
942	102.682512	35.237142	521.274320	76.111099
943	102.694944	35.251149	521.460480	76.111099
944	102.707616	35.264930	521.638000	76.111099
945	102.719936	35.278601	521.820800	76.111099
946	102.731568	35.291916	521.999840	76.111099
947	102.743504	35.305516	522.177200	76.111099
948	102.755264	35.319365	522.358560	76.111099
949	102.767040	35.333032	522.540480	76.111099
950	102.779184	35.346789	522.724320	76.111099
951	102.791648	35.360260	522.903760	76.111099
952	102.803968	35.373991	523.080960	76.111099
953	102.815408	35.387622	523.263280	76.111099
954	102.828112	35.400979	523.438480	76.111099
955	102.840384	35.414269	523.617200	76.111099
956	102.852992	35.427572	523.793040	76.111099
957	102.865712	35.440867	523.976160	76.111099
958	102.877648	35.454168	524.151040	76.111099
959	102.889520	35.467261	524.322160	76.111099
960	102.902080	35.480843	524.503360	76.111099
961	102.913904	35.494570	524.676480	76.111099
962	102.926400	35.507862	524.855600	76.111099
963	102.937712	35.521460	525.023920	76.111099
964	102.950000	35.534729	525.194720	76.111099
965	102.961792	35.547891	525.372080	76.111099
966	102.973840	35.560935	525.544960	76.111099
967	102.986112	35.573999	525.719520	76.111099
968	102.998208	35.587186	525.891360	76.111099
969	103.008656	35.600397	526.058400	76.111099
970	103.019968	35.613392	526.226400	76.111099
971	103.031536	35.626466	526.399360	76.111099
972	103.042992	35.639556	526.570480	76.111099
973	103.054704	35.652609	526.739120	76.111099
974	103.066736	35.665679	526.906080	76.111099
975	103.078320	35.678819	527.074240	76.111099
976	103.090016	35.692107	527.246960	76.111099
977	103.101664	35.705308	527.415440	76.111099
978	103.113008	35.718374	527.583920	76.111099
979	103.124592	35.731309	527.752000	76.111099
980	103.136304	35.744052	527.915920	76.111099
981	103.147456	35.756716	528.079120	76.111099
982	103.159008	35.769748	528.245600	76.111099
983	103.170384	35.782446	528.412960	76.111099
984	103.181360	35.795160	528.575440	76.111099
985	103.192240	35.808048	528.738480	76.111099
986	103.203616	35.820694	528.900080	76.111099
987	103.214640	35.833384	529.064160	76.111099
988	103.225488	35.846114	529.233600	76.111099
989	103.235888	35.858744	529.398080	76.111099
990	103.246928	35.871402	529.560240	76.111099
991	103.257200	35.884183	529.721840	76.111099
992	103.268320	35.896650	529.883280	76.111099
993	103.279248	35.909439	530.046640	76.111099
994	103.290160	35.922039	530.210320	76.111099
995	103.301648	35.934451	530.373200	76.111099
996	103.312304	35.946957	530.541360	76.111099
997	103.323760	35.959329	530.700640	76.111099
998	103.334080	35.971896	530.866480	76.111099
999	103.345152	35.984118	531.027680	76.111099
1000	103.356304	35.996669	531.184240	76.111099
1001	103.367584	36.008837	531.344080	76.111099
1002	103.379088	36.021337	531.501760	76.111099
1003	103.389744	36.033674	531.665840	76.111099
1004	103.400704	36.046001	531.828640	76.111099
1005	103.411808	36.058358	531.991040	76.111099
1006	103.422640	36.070641	532.147920	76.111099
1007	103.434032	36.082865	532.301520	76.111099
1008	103.444976	36.095088	532.462640	76.111099
1009	103.456000	36.107149	532.617440	76.111099
1010	103.466880	36.119416	532.768080	76.111099
1011	103.477984	36.131413	532.924400	76.111099
1012	103.488752	36.143750	533.078400	76.111099
1013	103.499472	36.155595	533.237120	76.111099
1014	103.510528	36.167396	533.394960	76.111099
1015	103.521616	36.179422	533.548160	76.111099
1016	103.532512	36.191398	533.706320	76.111099
1017	103.542992	36.203473	533.864160	76.111099
1018	103.554336	36.215515	534.020560	76.111099
1019	103.565168	36.227482	534.171520	76.111099
1020	103.575696	36.239304	534.333280	76.111099
1021	103.586688	36.251119	534.485280	76.111099
1022	103.597328	36.263044	534.642880	76.111099
1023	103.607424	36.274779	534.799840	76.111099
1024	103.617952	36.286511	534.956960	76.111099
1025	103.628480	36.298291	535.109680	76.111099
1026	103.638192	36.309995	535.261440	76.111099
1027	103.648752	36.321754	535.415760	76.111099
1028	103.659424	36.333631	535.567200	76.111099
1029	103.670192	36.345415	535.723680	76.111099
1030	103.680304	36.357027	535.874000	76.111099
1031	103.690272	36.368606	536.027200	76.111099
1032	103.700944	36.380514	536.181680	76.111099
1033	103.711968	36.392114	536.336240	76.111099
1034	103.722416	36.403684	536.485920	76.111099
1035	103.732784	36.415334	536.637360	76.111099
1036	103.744032	36.426926	536.788880	76.111099
1037	103.754960	36.438350	536.937440	76.111099
1038	103.764960	36.449810	537.087280	76.111099
1039	103.776096	36.461408	537.238640	76.111099
1040	103.786096	36.472937	537.389680	76.111099
1041	103.796432	36.484319	537.539360	76.111099
1042	103.806512	36.495706	537.689920	76.111099
1043	103.816656	36.506957	537.835360	76.111158
1044	103.827184	36.518392	537.980480	76.111158
1045	103.837856	36.529628	538.132560	76.111158
1046	103.848384	36.540828	538.283200	76.111158
1047	103.858880	36.552188	538.426880	76.111158
1048	103.869360	36.563373	538.576000	76.111158
1049	103.878880	36.574683	538.724960	76.111158
1050	103.889440	36.586033	538.872560	76.111158
1051	103.899728	36.597397	539.018320	76.111158
1052	103.909648	36.608725	539.160320	76.111158
1053	103.919264	36.619988	539.298400	76.111158
1054	103.929648	36.631325	539.445600	76.111158
1055	103.939360	36.642567	539.595840	76.111158
1056	103.949584	36.653905	539.743760	76.111158
1057	103.959664	36.664956	539.886080	76.111158
1058	103.970736	36.675920	540.028560	76.111158
1059	103.980448	36.687152	540.167040	76.111158
1060	103.990192	36.698097	540.310560	76.111158
1061	104.000624	36.709108	540.457040	76.111158
1062	104.010448	36.720090	540.602880	76.111158
1063	104.020048	36.731046	540.746400	76.111158
1064	104.029616	36.741999	540.894400	76.111158
1065	104.039408	36.752965	541.041520	76.111158
1066	104.048224	36.763898	541.187600	76.111158
1067	104.057776	36.775045	541.330080	76.111158
1068	104.067648	36.786187	541.478480	76.111158
1069	104.077408	36.797317	541.620640	76.111158
1070	104.086800	36.808435	541.760400	76.111158
1071	104.097248	36.819471	541.900560	76.111158
1072	104.107376	36.830428	542.042240	76.111158
1073	104.116800	36.841241	542.184000	76.111158
1074	104.126384	36.852041	542.324880	76.111158
1075	104.135872	36.862802	542.462320	76.111158
1076	104.145248	36.873584	542.608400	76.111158
1077	104.154944	36.884417	542.747520	76.111158
1078	104.164512	36.895191	542.886160	76.111158
1079	104.173392	36.905958	543.026160	76.111158
1080	104.183040	36.916620	543.172240	76.111158
1081	104.192480	36.927354	543.311840	76.111158
1082	104.202448	36.938177	543.448480	76.111158
1083	104.212160	36.948885	543.595200	76.111158
1084	104.221952	36.959460	543.730240	76.111158
1085	104.231360	36.970277	543.866400	76.111158
1086	104.240512	36.980886	544.007440	76.111158
1087	104.249712	36.991721	544.147520	76.111158
1088	104.259136	37.002433	544.287680	76.111158
1089	104.268256	37.013097	544.425680	76.111158
1090	104.277232	37.023660	544.562880	76.111158
1091	104.287216	37.034232	544.698160	76.111158
1092	104.296944	37.044591	544.834000	76.111158
1093	104.306512	37.055230	544.969680	76.111158
1094	104.315792	37.065823	545.102160	76.111158
1095	104.325360	37.076300	545.233840	76.111158
1096	104.334912	37.086849	545.369840	76.111158
1097	104.344480	37.097486	545.501760	76.111158
1098	104.354320	37.107812	545.637680	76.111158
1099	104.363760	37.118444	545.780480	76.111158
1100	104.373312	37.128798	545.918640	76.111158
1101	104.382784	37.139142	546.056560	76.111158
1102	104.392768	37.149546	546.190720	76.111158
1103	104.402432	37.159840	546.326080	76.111158
1104	104.411280	37.169984	546.461920	76.111158
1105	104.419984	37.180243	546.599360	76.111158
1106	104.429712	37.190542	546.730240	76.111158
1107	104.438848	37.200822	546.868720	76.111158
1108	104.448144	37.211120	547.000880	76.111158
1109	104.457584	37.221163	547.134720	76.111158
1110	104.466416	37.231421	547.265040	76.111158
1111	104.476000	37.241815	547.401360	76.111158
1112	104.485408	37.252029	547.534560	76.111158
1113	104.494880	37.262030	547.669360	76.111158
1114	104.504016	37.272113	547.796400	76.111158
1115	104.513104	37.282165	547.926080	76.111158
1116	104.522000	37.292320	548.058720	76.111158
1117	104.530704	37.302514	548.190400	76.111158
1118	104.540016	37.312659	548.326240	76.111158
1119	104.549168	37.322865	548.460320	76.111158
1120	104.558192	37.332917	548.588320	76.111158
1121	104.568064	37.342798	548.716080	76.111158
1122	104.577280	37.352826	548.847360	76.111158
1123	104.586240	37.363122	548.975600	76.111158
1124	104.595840	37.373058	549.106080	76.111158
1125	104.605520	37.382910	549.236480	76.111158
1126	104.615088	37.392773	549.369120	76.111158
1127	104.624880	37.402626	549.499120	76.111158
1128	104.633488	37.412812	549.630880	76.111158
1129	104.642512	37.422524	549.756400	76.111158
1130	104.651392	37.432430	549.887120	76.111158
1131	104.660512	37.442234	550.014160	76.111158
1132	104.669424	37.452087	550.146800	76.111158
1133	104.679104	37.462036	550.278000	76.111158
1134	104.688160	37.472155	550.408640	76.111158
1135	104.697344	37.481970	550.534320	76.111158
1136	104.706576	37.491798	550.654640	76.111158
1137	104.715728	37.501455	550.778720	76.111158
1138	104.724528	37.511291	550.908400	76.111158
1139	104.733296	37.521159	551.036400	76.111158
1140	104.742720	37.530889	551.162240	76.111158
1141	104.752000	37.540561	551.289360	76.111158
1142	104.760832	37.550401	551.422240	76.111158
1143	104.769312	37.559977	551.547680	76.111158
1144	104.777552	37.569760	551.673840	76.111158
1145	104.786656	37.579385	551.799600	76.111158
1146	104.795808	37.588956	551.926480	76.111158
1147	104.804784	37.598745	552.054720	76.111158
1148	104.813232	37.608469	552.183520	76.111158
1149	104.822256	37.618004	552.309760	76.111158
1150	104.831072	37.627698	552.430800	76.111158
1151	104.839920	37.637192	552.552800	76.111158
1152	104.848448	37.646865	552.676080	76.111158
1153	104.857200	37.656309	552.799600	76.111158
1154	104.865792	37.665812	552.924640	76.111158
1155	104.874528	37.675380	553.048400	76.111158
1156	104.883648	37.684956	553.172560	76.111158
1157	104.892672	37.694455	553.297840	76.111158
1158	104.902160	37.704072	553.423200	76.111158
1159	104.910432	37.713548	553.549200	76.111158
1160	104.919408	37.723153	553.668880	76.111158
1161	104.928016	37.732719	553.790960	76.111158
1162	104.936688	37.742222	553.915760	76.111158
1163	104.945120	37.751591	554.038640	76.111158
1164	104.953792	37.761084	554.163280	76.111158
1165	104.962512	37.770574	554.291440	76.111158
1166	104.970800	37.780104	554.412400	76.111158
1167	104.980096	37.789267	554.530240	76.111158
1168	104.989040	37.798850	554.650640	76.111158
1169	104.997968	37.808229	554.778320	76.111158
1170	105.006464	37.817645	554.902960	76.111158
1171	105.015568	37.826900	555.025280	76.111158
1172	105.024512	37.836073	555.144560	76.111158
1173	105.033216	37.845533	555.266720	76.111158
1174	105.042320	37.854771	555.389680	76.111158
1175	105.051232	37.864119	555.510560	76.111158
1176	105.059984	37.873422	555.630720	76.111158
1177	105.067936	37.882664	555.753600	76.111158
1178	105.077200	37.891777	555.876320	76.111158
1179	105.085024	37.901002	556.001920	76.111158
1180	105.093936	37.910183	556.119840	76.111158
1181	105.102720	37.919625	556.238400	76.111158
1182	105.111168	37.928883	556.355920	76.111158
1183	105.119760	37.938263	556.476000	76.111158
1184	105.128192	37.947493	556.598880	76.111158
1185	105.136272	37.956732	556.715920	76.111158
1186	105.145024	37.965845	556.837680	76.111158
1187	105.153744	37.974920	556.958800	76.111158
1188	105.162208	37.984002	557.079200	76.111158
1189	105.170784	37.993262	557.198800	76.111158
1190	105.179392	38.002529	557.317360	76.111158
1191	105.187888	38.011661	557.442800	76.111158
1192	105.196256	38.020672	557.559840	76.111158
1193	105.204656	38.029835	557.679120	76.111158
1194	105.212864	38.038897	557.796000	76.111158
1195	105.221536	38.047756	557.915600	76.111158
1196	105.229824	38.056862	558.038400	76.111158
1197	105.238032	38.066041	558.156800	76.111158
1198	105.245984	38.075103	558.275120	76.111158
1199	105.254368	38.083939	558.398880	76.111158
1200	105.262896	38.092969	558.518000	76.111158
1201	105.270384	38.102006	558.636640	76.111158
1202	105.278752	38.110892	558.753200	76.111158
1203	105.286752	38.119716	558.869200	76.111158
1204	105.294992	38.128784	558.992800	76.111158
1205	105.303600	38.137577	559.114560	76.111158
1206	105.312160	38.146460	559.230400	76.111158
1207	105.320352	38.155406	559.349680	76.111158
1208	105.328816	38.164411	559.464880	76.111158
1209	105.337360	38.173306	559.580320	76.111158
1210	105.344912	38.182198	559.692960	76.111158
1211	105.353440	38.191029	559.806080	76.111158
1212	105.361904	38.199913	559.919200	76.111158
1213	105.369840	38.208848	560.030480	76.111158
1214	105.377584	38.217636	560.149840	76.111158
1215	105.386192	38.226548	560.263520	76.111158
1216	105.394800	38.235292	560.377760	76.111158
1217	105.402944	38.243981	560.490640	76.111158
1218	105.411328	38.252764	560.605680	76.111158
1219	105.419792	38.261574	560.724240	76.111158
1220	105.428032	38.270321	560.836240	76.111158
1221	105.436272	38.278952	560.951360	76.111158
1222	105.444864	38.287651	561.068560	76.111158
1223	105.452928	38.296416	561.180880	76.111158
1224	105.460624	38.305143	561.295920	76.111158
1225	105.468656	38.313907	561.409280	76.111158
1226	105.476624	38.322452	561.524080	76.111158
1227	105.484592	38.331077	561.639520	76.111158
1228	105.492640	38.339654	561.752160	76.111158
1229	105.500176	38.348257	561.863440	76.111158
1230	105.507984	38.357054	561.972960	76.111158
1231	105.516016	38.365725	562.083440	76.111158
1232	105.523760	38.374502	562.200480	76.111158
1233	105.531696	38.383037	562.311840	76.111158
1234	105.539616	38.391614	562.423680	76.111158
1235	105.547616	38.400457	562.540160	76.111158
1236	105.555632	38.409206	562.655040	76.111158
1237	105.563920	38.417572	562.768160	76.111158
1238	105.572048	38.426135	562.881200	76.111158
1239	105.579984	38.434826	562.990880	76.111158
1240	105.588176	38.443310	563.104560	76.111158
1241	105.596304	38.451953	563.216800	76.111158
1242	105.603712	38.460499	563.336080	76.111158
1243	105.611488	38.468977	563.448080	76.111158
1244	105.618912	38.477617	563.561200	76.111158
